program_id,code,error_id_1,error_id_2,error_class_id
prog48884,"  1 #include <stdio.h>
  2 int recurse(int a[],int i,int s)
  3 {
  4     if(s==0)
  5     return 1;
  6     if(i==0&&sum!=0)
  7     return 0;
  8     else
  9     return (recurse(a,i-1,s)||recurse(a,i-1,sum-a[i]));
 10 }
 11 int main()
 12 {
 13     int n,i,s=0,sum;
 14     scanf(""%d"",&n);
 15     int a[n];
 16     for(i=0;i<n;i++)
 17     {
 18         scanf(""%d"",&a[i]);
 19         s=s+a[i];
 20     }
 21     if(s%2==1)
 22     printf(""NO"");
 23     else if(s%2==0)
 24     {
 25         sum=s/2;
 26         if(recurse(a,n-1,sum))
 27         printf(""YES"");
 28         else
 29         printf(""NO"");
 30     }
 31     
 32     return 0;
 33 }",ID,NoDef,0
prog48154,"  1 #include<stdio.h>
  2 int divide(int array[],int start,int end,int sum)
  3 {
  4     if(start>end) return 0;
  5     if(array[start]==sum) return 1;
  6     if(divide(array,start+1,end,sum-array[start]))
  7     return 1;
  8     else if(divide(array,start+1,end,sum))
  9     return 1;
 10     else return 0;
 11 }
 12 int main()
 13 {
 14     int n,i,sum;
 15     scanf(""%d"",&n);
 16     int number[n];
 17     for(i=0;;i<n;i++)
 18     scanf(""%d"",&number[i]);
 19     sum=0;
 20     for(i=0;i<n;i++)
 21     {
 22         sum=sum+number[i];
 23     }
 24     if(sum%2==0)
 25     {   
 26         i=divide(number[i],0,n-1,sum/2);
 27         if(i=1)
 28         printf(""YES"");
 29     }
 30     else
 31     printf(""NO"");
 32     return 0;
 33 }",Bound,Redundant,6
prog27721,"  1 #include <stdio.h>
  2 int check(int a[],int idx1,int len,int idx2,int sumi,int sumf){
  3     if(len==1)
  4     return 0;
  5     if(len>1||len==0){
  6         if(idx1<idx2){
  7           sumi=sumi+a[idx1];
  8           sumf=sumf+a[idx2];
  9           if(sumi>sumf){
 10             idx2=idx2-1;
 11           len=len-1;
 12           check(a,idx1,len,idx2,sumi,sumf);  
 13           }
 14           else if(sumi<sumf){
 15               idx1=idx1+1;
 16               len=len-1;
 17               check(a,idx1,len,idx2,sumi,sumf);
 18           }
 19          else if(sumi==sumf) 
 20         }
 21     }
 22     
 23 }
 24 int main()
 25 {
 26     int n,i,sumi,sumf;
 27     scanf(""%d\n"",&n);
 28     int a[30];
 29     for(i=0;i<n;i++)
 30     scanf(""%d "",&a[i]);
 31     sumi=0;
 32     sumf=0;
 33     check(a,0,n,n-1,sumi,sumf);
 34     return 0;
 35 }",KeyWord,WrongUsage,8
prog57483,"  1 #include <stdio.h>
  2 
  3 int sub(n,a[],sum)
  4 {
  5     if(sum==0) return 1;
  6     if(n==0 && sum!=0) return 0;
  7     return (sub(n-1,a,sum)||sub(n-1,a,sum-a[n-1]));
  8 }
  9 
 10 int main()
 11 {
 12     int n,sum=0;
 13     scanf(""%d"",&n);
 14     int a[30];
 15     for(int i=0;i<n;i++)
 16     {
 17         scanf(""%d"",&a[i]);
 18         sum+=a[i];
 19     }
 20     if(sum%2==0)
 21     {
 22         int true=sub(n,a,sum);
 23         if(true) printf(""YES"");
 24         else printf(""NO"");
 25     }
 26     else
 27     {
 28         printf(""NO"");
 29     }
 30     return 0;
 31 }",ID,WrongUsage,11
prog02086,"  1 #include <stdio.h>
  2 int a[],z;
  3 int find(int mid,int i)
  4 {
  5     int s=mid-a[i];
  6     if(s==0)
  7     return 1;
  8     else if(z<0)
  9     return 0;
 10     else
 11     {
 12     while(a[z]>s)
 13         z=z-1;
 14     return(find(s,z));
 15     }
 16 }
 17 int main()
 18 {
 19     int n;
 20     scanf(""%d"",&n);
 21     sum=0;
 22     for(int i=0;i<n;i++)
 23     {
 24         scanf(""%d"",&a[i]);
 25         sum=sum+a[i];
 26     }
 27     if(sum%2==1)
 28     {
 29         printf(""NO"");
 30         return 0;
 31     }
 32     for(int i=0;i<n;i++)
 33     {
 34         for(int j=i;j<n;j++)
 35         {
 36             if(a[j]<a[i])
 37             {
 38                 int t=a[i];
 39                 a[i]=a[j];
 40                 a[j]=a[i];
 41             }
 42         }
 43     }
 44     z=n-2;
 45     int mid=sum/2;
 46     int c=0;
 47     c=find(mid,n-1);
 48     if(c==1)
 49     printf(""YES"");
 50     else printf(""NO"");
 51     return 0;
 52 }",ID,NoDef,0
prog50189,"  1 #include <stdio.h>
  2 
  3 int check(int n,int array[],int sum1,int sum2)
  4 {
  5     if((sum1<=0)||(n<=0))
  6     return 0;
  7     if(sum1==sum2)
  8     return 1;
  9     else
 10     return check(n-1,array,sum1-array[n-1],sum2+array[n-1])||check(n-1,array,sum1,sum2)
 11 }
 12 int main()
 13 {
 14    int i,j,n,sum1=0;
 15    scanf(""%d"",&n);
 16    int array[n];
 17    for(i=0;i<n;i++){
 18        scanf(""%d"",&array[i]);
 19    }
 20    for(i=0;i<n;i++){
 21        sum1=sum1+array[i];
 22    }
 23    if(check(n,array,sum1,0)==1)
 24    printf(""YES"");
 25    else
 26    printf(""NO"");
 27     
 28     return 0;
 29 }",Bound,Lost,1
prog08763,"  1 #include <stdio.h>
  2 int sum1=0;
  3 int sum2=0;
  4 void divide_array(int a[1000],int i)
  5 {
  6     if (i==n-1)
  7     {
  8         if (sum1=sum2)
  9         printf (""YES"");
 10         else 
 11         printf (""NO"");
 12     }
 13         if (sum1>sum2)
 14         sum1=sum1+a[i];
 15         else 
 16         sum2=sum2+a[i];
 17     divide_array(a[1000],i+1);
 18     
 19     
 20 }
 21 int main()
 22 {
 23     //Fill this area with your code.
 24     int n,i,a[1000];
 25     int sum=0;
 26     scanf (""%d"",&n);
 27     for(i=0;i<n;i=i+1)
 28     {
 29         scanf (""%d"",&a[i]);
 30         sum=sum+a[i];
 31     }
 32     if (sum%2!=0)
 33     printf(""NO"");
 34     else 
 35     divide_array(a,0);
 36     return 0;
 37 }",ID,NoDef,0
prog33538,"  1 #include <stdio.h>
  2 int group(int n,int a[n],int start,int end){
  3     if(start<end){
  4         if(a[start]==a[end])
  5         return
  6         if(a[start]<a[end]){
  7             a[start]=a[start]+a[start+1];
  8             start=start+1;
  9             return group(n,a,start,end);
 10         }
 11         if(a[start]>a[end]){
 12             a[end]=a[end]+a[end-1];
 13             end=end-1;
 14             return group(n,a,start,end);
 15         }
 16     }
 17     if(start=end){
 18         if(a[start]==a[end])
 19         return 1;
 20         else
 21         return 0;
 22     }
 23 }
 24 int main()
 25 {
 26     //Fill this area with your code.
 27     int n;
 28     scanf(""%d"",&n);
 29     int a[n];
 30     for(int i=0;i<n;i++)
 31     scanf(""%d"",a[i]);
 32     group(n,a,0,n-1);
 33     return 0;
 34 }",KeyWord,WrongUsage,8
prog19921,"  1 #include <stdio.h>
  2 int n;
  3 int count(int a[],int j,int sum,int tempsum)
  4 {
  5     if(j>n-1)return 0;
  6     if(tempsum+a[j+1]==sum)return 1;
  7     else return count(a,j+1,sum,tempsum)|| return count(a,j+1,sum,tempsum+a[j+1]);
  8       
  9 }
 10 
 11 int main()
 12 {
 13     scanf(""%d"",&n);//assigning value
 14     int a[n];//declaring variable
 15     for(int i=0;i<n;i++)
 16     scanf(""%d"",&a[i]);//assigning value
 17     int s=0;
 18     for(int i=0;i<n;i++)
 19     s=s+a[i];//sum of all element
 20     if(s%2!=0)//deviding int two group whose sum are equal so s=2*sum so there s is odd
 21     printf(""NO"");//output
 22     else 
 23     {
 24         int k=count(a,-1,s/2,0);
 25         if(k==0)printf(""NO"");//if not devidable
 26         else printf(""YES"");//if devidable
 27     }
 28     
 29     //Fill this area with your code.
 30     
 31     return 0;
 32 }",KeyWord,WrongUsage,8
prog51046,"  1 #include <stdio.h>
  2 
  3 int check(int a[], long int sum, int n)
  4 {
  5     int i;
  6     if(n==0)
  7         return 0;
  8    for(i=0;i<n;i++)
  9    {
 10        if(a[i]==sum)
 11         return 1;
 12    }
 13     if(a[n-1]>sum)
 14         return (check(a, sum, n-1));
 15     else
 16         return (check(a, sum-a[n-1], n-1));
 17     
 18 }
 19 
 20 int main()
 21 {
 22     int n;
 23     int i;
 24     int sum = 0;
 25     
 26     scanf(""%d"", &n);
 27     
 28     int arr[n];
 29     
 30     for(i=0;i<n;i++)
 31     {
 32         scanf(""%d"", &arr[i]);
 33     }
 34     
 35     for(i=0;i<n;i++)
 36     {
 37         sum+=arr[i];
 38     }
 39     
 40     if(sum%2==1)
 41         printf(""NO"");
 42     else
 43     {
 44         if(check(a, sum/2, n))
 45             printf(""YES"");
 46         else
 47             printf(""NO"");
 48     }
 49 }",ID,NoDef,0
prog21562,"  1 #include <stdio.h>
  2 int sum(int a[],int n)
  3 {
  4     if(n==0)
  5     return 0;
  6     
  7     else 
  8     return a[n-1]+sum(a,n-1);
  9 }
 10 int check(int a[],int target)
 11 {
 12     int i=0;
 13     int temp=a[i];
 14     target=target-a[i];
 15     if(target==0)
 16     return 1;
 17     else return (a,target) 
 18 }
 19 int main()
 20 {
 21     //Fill this area with your code.
 22     int arr[]={1,2,3,4,5};
 23     int total=sum(arr,5);
 24     if((total)%2!=0)
 25     printf(""NO"");
 26     else
 27     
 28     printf(""%d"",sum(arr,5));
 29     return 0;
 30 }",Bound,Lost,1
prog12926,"  1 #include <stdio.h>
  2 int main(){
  3     int a,b,i,c=0;
  4     scanf(""%d"",&a);
  5     int d[a];
  6     
  7     for(i=0;i<a;i++)
  8     {
  9         scanf(""%d"",&d[i]);
 10         
 11     }
 12     for(j=0;j<a-1;j++)
 13     {
 14         if((d[j]>d[j+1])&&(d[j+1]>d[j+2]))
 15         {
 16             printf(""%d"",d[j]);
 17             c++;
 18         
 19             
 20         }
 21         printf(""%d"",c);
 22     }
 23     
 24     return 0;
 25 }",ID,NoDef,0
prog34495,"  1 #include <stdio.h>
  2 int main(){
  3     int n,num[100],i,k,count=0;
  4     scanf(""%d\n"",&n);
  5     for(i=0;i<n;i++){
  6        scanf(""%d "",&num[i]);
  7     }
  8     for(k=0;k<n-1;k++){
  9         if((num[k+1]>num[k])&&(num[k+1]>num[k+2])){
 10             count=count+1;
 11         }
 12     }
 13     printf(""%d"",j);
 14     return 0;
 15 }",ID,NoDef,0
prog18774,"  1 #include <stdio.h>
  2 int main(){
  3     
  4     int n,count=0;
  5     scanf(""%d\n"",&n);
  6     int h[n];
  7     for(int i=0;i<n;i++) scanf(""%d"",&h[i]);
  8     for(i=1;i<n;i++)
  9     {
 10         if((h[i-1]<h[i])&&(h[i]<h[i+1]))
 11             count++;
 12     }
 13     printf(""%d"",count);
 14     
 15     return 0;
 16 }",ID,NoDef,0
prog14469,"  1 #include <stdio.h>
  2 int main(){
  3     int n,a,b,c,count=0;
  4     scanf(""%d"",&n);
  5     scanf(""%d"",&a);
  6     scanf(""%d"",&b);
  7     scanf(""%d"",&c);
  8     for (i=1;i<n-1;i++)
  9     {
 10         if(b>a&&b>c)
 11         count++;
 12         a=b;
 13         b=c;
 14         scanf(""%d"",&c);
 15     }
 16     printf(""%d"",count);
 17         
 18     
 19     
 20     // Insert your code here
 21     return 0;
 22 }",ID,NoDef,0
prog17808,"  1 #include <stdio.h>
  2 int main(){
  3     int n,i,s=0;
  4     scanf(""%d\n"",&n);
  5     int num[n];
  6     for(i=0;i<n;i++)
  7     {
  8         scanf(""%d"",&num[i]);
  9         if(i==0)
 10         continue;
 11         else if
 12         {
 13             if((num[i]>=num[i-1])&&(num[i]>=num[i+1]))
 14             s=s+1;
 15             else
 16             continue;
 17         }
 18         else if(i==n-1)
 19         break;
 20         
 21     }
 22     printf(""%d"",s);
 23     return 0;
 24 }",KeyWord,WrongUsage,8
prog43830,"  1 #include <stdio.h>
  2 int main(){
  3     scanf(""%d"",&n);
  4     int c,i,n,array[n];
  5     for (i=0;i<n;i++)
  6     scanf(""%d"",&array[i]);
  7     for (i=1;i<n-1;i++)
  8     {
  9         c=((array[i]>array[i-1])&&(array[i]<array[i+1]));
 10     }
 11     printf(""%d"",c);
 12     return 0;
 13 }",ID,NoDef,0
prog45956,"  1 #include <stdio.h>
  2 int main(){
  3     int n, hieght[100], count=0;
  4     scanf(""%d"", &n);
  5     for(int i=0; i<n; i++)
  6     {
  7         scanf(""%d"", &hieght[i]);
  8     }
  9     for(int i=1; i<(n-1); i++)
 10     {
 11         if(hieght[i-1]<hieght[i] && hieght[i+1]<hieght[i])
 12         {
 13             count++;
 14             i++
 15         }
 16     }
 17     printf(""%d"", count);
 18     return 0;
 19 }",Bound,Lost,1
prog44825,"  1 #include <stdio.h>
  2 int main(){
  3     int n,i,count=0;
  4     scanf(""%d"",&n);
  5     int a[n];
  6     for(i=1;i<=n;i++)
  7     {
  8         scanf(""%d"",&a[i])
  9         
 10     }
 11     for(i=2;i<n;i++)
 12     {
 13         if((a[i]>a[i-1])&&(a[i]>a[i+1]))
 14         {
 15             count=count+1;
 16         }
 17         
 18     }
 19     printf(""%d"",count);
 20     return 0;
 21 }",Bound,Lost,1
prog10129,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n,i;
  5     scanf(""%d"",&n);
  6     int a[n];
  7     for(i=0;i<n;i++)
  8     {
  9         scanf(""%d"",&a[i]);
 10     }
 11     for(i=1;i<n-1;i++)
 12     {
 13       if(a[i]>a[i-1]&&a[i]>a[i+1])
 14       {printf(""%d "",a[i]);
 15       i++;
 16       
 17     }
 18     return 0;
 19 }",Bound,NotMatch,3
prog26073,"  1 #include <stdio.h>
  2 int main(){
  3     int n,j,s=0,i;
  4     scanf(""%d"",&n);
  5     int l[n];
  6     for(i=0;i<n;i++)
  7     {
  8         scanf(""%d"",&l[i]);
  9     }
 10     for(j=1;j<n;j++)
 11     {
 12         if(l[j]>l[j+1];j++)
 13         {
 14             s++;
 15         }
 16     }
 17     printf(""%d"",s);
 18     // Insert your code here
 19     return 0;
 20 }",KeyWord,WrongUsage,8
prog02758,"  1 #include <stdio.h>
  2 int main
  3 {
  4     // Insert your code here
  5     int n,i,npk=0;        //n for number of peaks,i for index,npk for number of peaks to be climbed
  6     scanf(""%d "",&n);
  7     int peak[n];    //creating array of peak
  8     for(i=0;i<n;i++)
  9     scanf(""%d "",&peak[i]);  //getting input for peaks
 10     for(i=1;i<n-1;i++)
 11     {
 12         if(peak[i]>peak[i-1]&&peak[i]>peak[i+1])    
 13         npk++;      //upgrading npk
 14     }
 15     printf(""%d"",npk);
 16     
 17     return 0;
 18 }",Not,Include,2
prog22748,"  1 #include <stdio.h>
  2 int main(){
  3     int n,a=0,i=1,j=0;
  4     scanf(""%d"",&n);
  5     int array[n];
  6     for(j=0;j<=n;j++){
  7         scanf(""%d"",&array[j]);
  8     }
  9     for(i=1;i<n;i++){
 10         if(array[i]>array[i-1]){
 11             if(array[i]>array[i+1]){
 12                 printf(""%d"",array[i])
 13                 a++;
 14             }
 15         }
 16     }
 17     printf(""%d"",a);
 18     return 0;
 19 }",Bound,Lost,1
prog17214,"  1 #include <stdio.h>
  2 int main(){
  3     // Insert your code here
  4     int n,i,j,count=0; 
  5     scanf(""%d"",&n);
  6     for(i=0;i<n;i++)
  7     {
  8         scanf(""%d"",&a[i]);
  9         
 10     }
 11     for(j=1;j<n-1;j++)
 12     {
 13         if(a[j]>a[j-1]&&a[j]>a[j+1])
 14         count=count+1;
 15     }
 16     printf(""%d"",count);
 17     return 0;
 18 }",ID,NoDef,0
prog57818,"  1 #include <stdio.h>
  2 int main(){
  3     int arr[100];
  4     int i,n;
  5     int sum=0;
  6     scanf(""%d"",&n);
  7     for(i=0;i<n;i++)                        //input
  8         {
  9         scanf(""%d"",&arr[i])
 10         }
 11     for(i=1;i<n-1;i++)                      // loop to check condition of peak
 12         {
 13         if(arr[i]>arr[i-1]&&arr[i]>arr[i+1])sum=sum+1;
 14         }
 15     printf(""%d"",sum);                       // output print
 16     return 0;
 17 }",Bound,Lost,1
prog18026,"  1 #include <stdio.h>
  2 int main(){
  3     // Insert your code here
  4     int n,peaks;
  5     int a[100];
  6     scanf(""%d"",&n);
  7     for(int i=0;i<n;i++)
  8       scanf(""%d"",a+i);
  9     peak=0;
 10     for(int i=1;i<n-1;i++)
 11        if(a[i-1]<a[i] && a[i+1]<a[i])
 12            {
 13                peak++;
 14                i++;
 15            }
 16     printf(""%d"",peak);           
 17     return 0;
 18 }",ID,NoDef,0
prog32543,"  1 #include <stdio.h>
  2 int main(){
  3     int n;
  4     scanf(""%d\n"",&n);
  5     int a[100];
  6     scanf(""%d"",&a[100]);
  7     int i;
  8     int count;
  9     for(i=0;i<=99;i++)
 10     {   count=count+1;
 11     if(a[i]>=a[i+1] && a[i]>=a[i-1])
 12     {
 13         printf(""%d"",d);
 14     }
 15     }
 16     
 17     
 18     
 19     
 20     return 0;
 21 }",ID,NoDef,0
prog48120,"  1 #include <stdio.h>
  2 int main(){
  3     
  4     int n,i,j,peak;
  5     scanf(""%d"",&n);
  6     int a[n];
  7     for(i=0;i<n;i++)
  8     {
  9         scanf(""%d"",&a[]);
 10     }
 11     for(j=0;j<n-2;j++)
 12     {
 13      if(a[j]<a[j+1]&&a[j+1]>a[j+2])
 14      peak++;
 15     }
 16     printf(""%d"",peak);
 17     return 0;
 18 }",op,DataLost,5
prog08852,"  1 #include <stdio.h>
  2 int main(){
  3     int a[n];
  4     int n;
  5     int count=0;
  6     scanf(""%d"",&n);
  7     for(int i=0;i<n;i++)
  8     {
  9         scanf(""%d"",&a[i]);
 10     }
 11     for(int i=0;i<n-1;i++)
 12     {
 13         if(a[i]<a[i+1]&&a[i+1]>a[i+2])
 14             count=count+1;
 15     }
 16     printf(""%d"",count);
 17     return 0;
 18 }",ID,NoDef,0
prog58497,"  1 #include <stdio.h>
  2 int main(){
  3     
  4 int n,h;
  5 h=0;
  6 int height[i];
  7 int i=0;
  8 int count=0;
  9 scanf(""%d"",&n);
 10 while(i<n)
 11     {
 12      h =0;   
 13      scanf(""%d"",&h);
 14      height[i]=h;
 15     
 16     
 17      i++; 
 18                    }
 19                    
 20  if(height[i+1]>height[i]&&height[i+1]>height[i+2])
 21      count=count+1;                    
 22                    
 23 printf(""%d"",count);                   
 24      
 25          
 26 
 27      return 0;
 28 }",ID,NoDef,0
prog33553,"  1 #include <stdio.h>
  2 int main
  3 {
  4     int n,m,i;
  5     int count=0;
  6     scanf(""%d"",&n);
  7     int array[n];
  8     for(i=0;i<n-1;i++)
  9     {
 10         if(array[i+1]>array[i]&&array[i+1]>array[i+2])
 11         count=count+1;
 12     }
 13     printf(""%d"",count);
 14     return 0;
 15 }",Not,Include,2
prog16398,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n,count=0;
  5     scanf(""%d"",&n);
  6     
  7     int peak[n];
  8     
  9     for (int i=0;i<=n;i++)
 10     scanf(""%d"",&peak[i]);
 11     
 12     for (int i=1;i<=n-1;i++)
 13     {
 14         if (peak[i]>=peak[i-1]&&peak[i]>=peak[i+1])
 15         {
 16         printf(""%d"",i)    
 17         count++;
 18         }
 19     }
 20     
 21     printf(""%d"",count);
 22     
 23     return 0;
 24 }",Bound,Lost,1
prog44776,"  1 #include <stdio.h>
  2 int main(){
  3     int n;
  4     scanf(""%d"",&n);
  5     int a[n];
  6     for(int i=0;i<n;++i)
  7        scanf(""%d "",&a[i]);
  8     int peaks=0;    //counter to store the peaks
  9     
 10     for(i=1;i<n-1;i++)
 11       {
 12           if(a[i]>a[i-1]&&a[i]>a[i+1])
 13              peaks++;
 14       }
 15     printf(""%d"",peaks);
 16     return 0;
 17 }",ID,NoDef,0
prog18694,"  1 #include <stdio.h>
  2 int main(){
  3     int i,n,count=0;
  4     scanf(""%d"",&n);
  5     int a[n];
  6     for(i=0;i<n;i++)
  7         scanf(""%d"",&a[i]);
  8         for(i=2;i<n-1;i++)
  9             {if(a[i]>a[i-1] && a[i]>a[i+1])
 10                 count=count+1};
 11                 printf(""%d"",count);
 12     
 13     
 14     return 0;
 15 }",Bound,Lost,1
prog22448,"  1 #include <stdio.h>
  2 int main(){
  3     // Insert your code here
  4     int n, i, count = 0;
  5     scanf(""%d"", &n);
  6     int arr[n];
  7     for(i = 0; i < n; i++){
  8         scanf(""%d"", &arr[i]);
  9         if(i > 1){
 10             if((arr[i-1] > arr[i-2]) && (arr[i-1] > arr[i])){
 11             count++;
 12         }
 13     }
 14     for(i = 1; i < n-1; i++){
 15         if((arr[i] > arr[i-1]) && (arr[i] > arr[i+1])){
 16             count++;
 17         }
 18     }
 19     printf(""%d"", count);
 20     return 0;
 21 }",Bound,NotMatch,3
prog03344,"  1 #include <stdio.h>
  2 int main(){
  3     int peak[100];
  4     int n,i,j;
  5     j=0;
  6     scanf(""%d"",&n);
  7     for(i=0;i<n;i++)
  8         scanf(""%d"",&peak[i]);
  9     for(i=1;i<n-1;i++)  {
 10         if((peak[i]>peak[i-1])&&peak[i]>peak[i+1])  {
 11             j=j+1;
 12         }
 13     }
 14     printf(""%d"",count);
 15     return 0;
 16 }",ID,NoDef,0
prog45668,"  1 #include <stdio.h>
  2 int main(){
  3     
  4     int n,i,peak;
  5     scanf(""%d"",&n);
  6     int ht[n];
  7     
  8     for(i=0;i<=n;i++)
  9     {
 10         scanf(""%d"",&ht[i]);
 11     }
 12     
 13     for(i=1;i<=n-2;i++)
 14     {
 15         if((x[i]>x[i-1])&&(x[i]>x[i+1]))
 16         peak++;
 17         
 18     }
 19     
 20     printf(""%d"",peak);
 21     
 22     
 23     return 0;
 24 }",ID,NoDef,0
prog00744,"  1 #include <stdio.h>
  2 int main(){
  3     int peak,i,a[100],count,n;
  4     scanf(""%d\n"",&n);
  5     for(i=0;i<n;i++){
  6         scanf(""%d"",&a[i]);
  7             }
  8     for(i=1;i<n;i++){
  9         if(a[i]>a[i-1] && a[i]>a[i+1]){
 10             peak=peak+1;
 11         }
 12         else(continue);
 13     }        
 14     printf(""%d"",peak);
 15     return 0;
 16 }",KeyWord,WrongUsage,8
prog07040,"  1 #include <stdio.h>
  2 int main(){
  3     int n,k,i;
  4     int arr[n];
  5     scanf(""%d"",&n);
  6     for(i=0;i<n;i++){
  7         scanf(""%d"",&arr[i])
  8     }
  9     for(i=0;i<n;i++){
 10         if(arr[i+1]>arr[i+2]){
 11             if(arr[i]<arr[i+1]){
 12                 k=k+1;
 13             }
 14             printf(""%d"",k);
 15         }
 16     }
 17     return 0;
 18 }",Bound,Lost,1
prog59216,"  1 #include <stdio.h>
  2 int main() 
  3 {
  4   int n;
  5   scanf(""%d"",&n);
  6   int a[n];
  7   for(int i=0;i<n;i++)
  8     {scanf(""%d"",&a[i]);}
  9   for(int i=1;i<n-1;i++)
 10     {if(a[i]>a[i-1]&&a[i]>a[i+1])
 11      {printf(""%d"",a[i]);}
 12     } 
 13   return 0
 14 }",Bound,Lost,1
prog10619,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int i,n,sum=0,count=0;
  5     scanf(""%d"",&n);
  6     int h[100];
  7     for(i=0;i<100;i++)
  8     {
  9         scanf(""%d"",&h[i]);
 10         count=count+1;
 11     }
 12    for(i=1;i<(count-1);i++)
 13    {
 14        if (h[i]>h[i-1]&&h[i]>h[i+1])
 15        {
 16            sum=sum+1
 17        }
 18    }
 19    printf(""%d"",&sum);
 20    // Insert your code here
 21     return 0;
 22 }",Bound,Lost,1
prog23214,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n,i,count=0;
  5     scanf(""%d"",&n);
  6     int a[n];
  7     for(i=0;i<n;i++)
  8     {
  9         scanf(""%d"",&a[i])
 10     }
 11     for(i=1;i<n-1;i++)
 12     {
 13         if(a[i]>a[i-1] && a[i]>a[i+1])
 14         {
 15             count++;
 16         }
 17     }
 18     printf(""%d"",count);
 19     return 0;
 20 }",Bound,Lost,1
prog58149,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     
  5     int n[201];
  6     int ht,i,sum=0;
  7     for(i=1;i>=1 && i<=200;;i++)
  8     {
  9        if(n[i]>n[i-1] && n[i]<n[i+1])
 10        {
 11            sum = sum +1;
 12           
 13        }
 14        else
 15            {  
 16                continue;
 17            }
 18            
 19     }
 20    printf(""%d"",sum);
 21     // Insert your code here
 22     return 0;
 23 }",Bound,Redundant,6
prog41661,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int a[100],i,count=0,n;
  5     scanf(""%d"",&n);
  6     for(i=0;i<n;i++)
  7         scanf(""%d"",&a[i]);//reading the heights.
  8     for(i=1;i<n-1;i++)
  9         {
 10             if((a[i]>a[i-1]) && (a[i]>a[i+1]))//checking the peaks.
 11                 count=count+1;
 12         }
 13     printf(""\n%d"",count);/
 14     
 15     return 0;
 16 }",op,WrongUsage,9
prog37825,"  1 #include <stdio.h>
  2 int main()
  3 {
  4     int n,n_p=0;
  5     
  6     scanf(""%d"",&n);
  7     
  8     int p[n];
  9     
 10     for(int i=0;i<n;i++) scanf(""%d"",&p[i]);
 11     
 12     for(int j=1;j<n-1;j++)
 13     {
 14      if(j[i]>j[i-1]&&j[i]>j[i+1])   n_p++;
 15     }
 16     
 17     printf(""%d"",n_p);
 18     return 0;
 19 }",ID,NoDef,0
prog47106,"  1 #include <stdio.h>
  2 int main(){
  3     int i,n,p[100];
  4     scanf(""%d"",&n);
  5     for(i=0;i<n;i++)
  6     {
  7         scanf(""%d"",p[i]);
  8     }
  9     for(i=1;i<n-1;i++)
 10     {
 11         if (p[i-1]<p[i] && p[i]>p[i+1])
 12         s=s+1;
 13     }
 14     return 0;
 15 }",ID,NoDef,0
prog49252,"  1 #include <stdio.h>
  2 int main(){
  3     int n;
  4     scanf(""%d"",&n);
  5     int i;
  6     int sum;
  7     sum =0;
  8     for (i=0;i<n;i++){
  9     int a[i];
 10     scanf(""%d"",&a[i]);
 11     }
 12     for ( int j=0;j<n;j++){
 13         if ((a[j-1]<a[j]) && (a[j]<a[j+1])){
 14         sum=sum +1;
 15         }else{
 16             sum=sum;
 17         } 
 18     }
 19    printf(""%d"",sum);
 20     return 0;
 21 }",ID,NoDef,0
prog40081,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int a,b,i,j,n;
  5 	a=0;
  6 	b=2*n
  7 	for(i=1;i<=n,i--){
  8 	    a++;
  9 	    b--;
 10 	    for(j=a;j<a;j++)
 11 	    printf("" "");
 12 	    for(j=a;j<=b;j++)
 13 	    printf(""%d"",j);
 14 	    printf(""\n"");
 15 	}
 16 	return 0;
 17 }",Bound,WrongUsage,4
prog54596,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4 	int n,i,j,k,l;
  5 	scanf (""%d"",&n);
  6 	for (i=1;i<=2*n-1;i++){
  7 	    printf (""*"");
  8 	}
  9 	printf (""\n"");
 10 	for (i=2;i<=n-1;i++){
 11 	    for (j=1;j<=n-2;j++){
 12 	        printf ("" "");
 13 	    }
 14 	    printf (""\n"")
 15 	    printf (""*"");
 16 	    }
 17 	return 0;
 18 }",Bound,Lost,1
prog20984,"  1 #include <stdio.h>
  2 #include <stdlib.h>
  3 int main() {
  4     int a,i,j;
  5     scanf (""%d"",&a);
  6     for (i=1;i<=2*a-1;i=i+1)
  7     {
  8         for (j=1;j<=i;j=j+1)
  9         {
 10             if (j=i)
 11             printf (""*"");
 12             else 
 13             {
 14              if ((j>(a+1/2)||(a/2)-i) && (j<=((a+1)/2)||(a/2)))
 15                 printf ("" "");
 16             } 
 17         }
 18     }
 19     printf (""\n"")
 20 return 0;	
 21 }",Bound,Lost,1
